"cycle","variable_name","variable_label","has_value_labels","n_value_labels"
"2013-2014","MEXG04","Reason did not breastfeed - (G)",TRUE,12
"2013-2014","MEXG08B","Main reason/add other liquids,solid food",TRUE,15
"2013-2014","MEXG10","Main reason stopped breastfeeding - (G)",TRUE,16
"2010-2011","MEX_01","Has given birth in the past 5 years",TRUE,6
"2013-2014","MEX_01","Year of birth of last baby",TRUE,6
"2010-2011","MEX_02","Took folic acid - before last pregnancy",TRUE,6
"2013-2014","MEX_02","Took folic acid - before last pregnancy",TRUE,6
"2010-2011","MEX_03","Breastfed/tried breastfeed/last child",TRUE,6
"2013-2014","MEX_03","Breastfed/tried breastfeed/last child",TRUE,6
"2010-2011","MEX_05","Still breastfeeding last child",TRUE,6
"2013-2014","MEX_05","Still breastfeeding last child",TRUE,6
"2010-2011","MEX_06","Duration of breastfeeding last child",TRUE,16
"2013-2014","MEX_06","Duration of breastfeeding last child",TRUE,17
"2013-2014","MEX_06A","Other liquids / baby's feeds",TRUE,6
"2013-2014","MEX_06B","Age of last baby/other liquds",TRUE,17
"2010-2011","MEX_07","Age of last baby - other foods added",TRUE,17
"2010-2011","MEX_08","Main reason other foods added",TRUE,17
"2013-2014","MEX_08A","Age of last baby/solid food",TRUE,17
"2010-2011","MEX_09","Gave vitamin D - breast milk only",TRUE,6
"2013-2014","MEX_09","Give Vitamin D to the baby",TRUE,6
"2013-2014","MEX_09B","Frequency/giving the Vitamin D to baby",TRUE,8
"2010-2011","MEX_10","Main reason stopped breastfeeding",TRUE,19
"2013-2014","MXAG02","Frequency of drinking - last pregnancy -",TRUE,6
"2013-2014","MXAG04","Freq. drinking - breastfeeding last baby",TRUE,9
"2010-2011","MXA_01","Drank alcohol - last pregnancy",TRUE,6
"2013-2014","MXA_01","Drank alcohol - last pregnancy",TRUE,6
"2010-2011","MXA_02","Freq. of drinking - last pregnancy",TRUE,11
"2010-2011","MXA_03","Drank alcohol - breastfeeding last baby",TRUE,6
"2013-2014","MXA_03","Drank alcohol - breastfeeding last baby",TRUE,6
"2010-2011","MXA_04","Freq. drinking - breastfeeding last baby",TRUE,11
"2010-2011","MXSG02","No. daily - last preg. (daily smk)",TRUE,12
"2013-2014","MXSG02","No. daily - last preg. (daily smk)",TRUE,12
"2010-2011","MXSG03","No. daily - last preg. (occ. smk)",TRUE,10
"2013-2014","MXSG03","No. daily - last preg. (occ. smk)",TRUE,10
"2010-2011","MXSG05","No. daily - breastfeeding (daily smk)",TRUE,12
"2013-2014","MXSG05","No. daily - breastfeeding (daily smk)",TRUE,12
"2010-2011","MXSG06","No. daily - breastfeeding (occ. smk)",TRUE,10
"2013-2014","MXSG06","No. daily - breastfeeding (occ. smk)",TRUE,10
"2010-2011","MXS_01","Type of smoker - last pregnancy",TRUE,7
"2013-2014","MXS_01","Type of smoker - last pregnancy",TRUE,7
"2010-2011","MXS_04","Smoked while breastfeeding (occ. smoker)",TRUE,7
"2013-2014","MXS_04","Smoked while breastfeeding (occ. smoker)",TRUE,7
"2010-2011","MXS_07","2nd-hand smoke - during/after last preg.",TRUE,6
"2013-2014","MXS_07","2nd-hand smoke - during/after last preg.",TRUE,6
"2010-2011","NEUDNCH","Presence of neurological cond in hhld",TRUE,6
"2010-2011","NEUDNCR","Has a neurological condition-sel. resp.",TRUE,6
"2010-2011","NEUDSIR","Has neuro. cond.-spinal inj.-sel. resp.",TRUE,6
"2013-2014","OH1_20","Self-perceived health of teeth and mouth",TRUE,9
"2013-2014","OH1_21A","Ability to chew - firm foods",TRUE,6
"2013-2014","OH1_21B","Ability to chew - fresh apple",TRUE,6
"2013-2014","OH1_21C","Ability to chew - boiled vegetables",TRUE,6
"2013-2014","OH1_22","Freq. - pain in teeth/gums - past mo.",TRUE,8
"2010-2011","OH2FLIM","Ltd soc. due to oral hlth - 12 mo - (F)",TRUE,6
"2013-2014","OH2FLIM","Ltd soc. due to oral hlth - 12 mo - (F)",TRUE,6
"2010-2011","OH2FOFP","Oral/facial pain - past mo - (F)",TRUE,6
"2013-2014","OH2FOFP","Oral/facial pain - past mo - (F)",TRUE,6
"2010-2011","OH2_10","Freq. usually visits the dentist",TRUE,8
"2013-2014","OH2_10","Freq. usually visits the dentist",TRUE,8
"2010-2011","OH2_11","Insurance for dental expenses",TRUE,6
"2013-2014","OH2_11","Insurance for dental expenses",TRUE,6
"2010-2011","OH2_11A","Dental ins. - government-sponsored",TRUE,6
"2013-2014","OH2_11A","Dental ins. - government-sponsored",TRUE,6
"2010-2011","OH2_11B","Type of plan - employer-sponsored",TRUE,6
"2013-2014","OH2_11B","Type of plan - employer-sponsored",TRUE,6
"2010-2011","OH2_11C","Type of plan - private",TRUE,6
"2013-2014","OH2_11C","Type of plan - private",TRUE,6
"2010-2011","OH2_12","Teeth removed by dentist - 12 mo",TRUE,6
"2013-2014","OH2_12","Teeth removed by dentist - 12 mo",TRUE,6
"2010-2011","OH2_13","Teeth removed -decay/gum disease - 12 mo",TRUE,6
"2013-2014","OH2_13","Teeth removed -decay/gum disease - 12 mo",TRUE,6
"2010-2011","OH2_20","Has one or more of own teeth",TRUE,6
"2013-2014","OH2_20","Has one or more of own teeth",TRUE,6
"2010-2011","OH2_21","Wears dentures",TRUE,6
"2013-2014","OH2_21","Wears dentures",TRUE,6
"2010-2011","OH2_22","Mouth cond.- diff. speaking clearly",TRUE,6
"2013-2014","OH2_22","Mouth cond.- diff. speaking clearly",TRUE,6
"2010-2011","OH2_23","Cond. mouth - avoided conversat. - 12 mo",TRUE,8
"2013-2014","OH2_23","Cond. mouth - avoided conversat. - 12 mo",TRUE,8
"2010-2011","OH2_24","Mouth cond. -av. laughing/smiling -12 mo",TRUE,8
"2013-2014","OH2_24","Mouth cond. -av. laughing/smiling -12 mo",TRUE,8
"2010-2011","OH2_25A","Had a toothache - past mo",TRUE,6
"2013-2014","OH2_25A","Had a toothache - past mo",TRUE,6
"2010-2011","OH2_25B","Teeth sensitive to hot/cold - past mo",TRUE,6
"2013-2014","OH2_25B","Teeth sensitive to hot/cold - past mo",TRUE,6
"2010-2011","OH2_25C","Had pain - jaw joints - past mo",TRUE,6
"2013-2014","OH2_25C","Had pain - jaw joints - past mo",TRUE,6
"2010-2011","OH2_25D","Had pain - mouth/face - past mo",TRUE,6
"2013-2014","OH2_25D","Had pain - mouth/face - past mo",TRUE,6
"2010-2011","OH2_25E","Had bleeding gums - past mo",TRUE,6
"2013-2014","OH2_25E","Had bleeding gums - past mo",TRUE,6
"2010-2011","OH2_25F","Had dry mouth - past mo",TRUE,6
"2013-2014","OH2_25F","Had dry mouth - past mo",TRUE,6
"2010-2011","OH2_25G","Had bad breath - past mo",TRUE,6
"2013-2014","OH2_25G","Had bad breath - past mo",TRUE,6
"2010-2011","OH2_30","Frequency of brushing teeth",TRUE,10
"2013-2014","OH2_30","Frequency of brushing teeth",TRUE,10
"2010-2011","ORG_1","Member of a voluntary organization",TRUE,6
"2010-2011","ORG_2","Frequency - participate in activities",TRUE,9
"2010-2011","PACDEE","Daily energy expenditure - (D)",FALSE,0
"2013-2014","PACDEE","Daily energy expenditure - (D)",TRUE,4
"2010-2011","PACDFM","Monthly freq./phys. act. >15 min. - (D)",TRUE,4
"2013-2014","PACDFM","Monthly freq./phys. act. >15 min. - (D)",TRUE,4
"2010-2011","PACDFR","Freq. of all physical activity - (D)",TRUE,7
"2013-2014","PACDFR","Freq. of all physical activity - (D)",TRUE,7
"2010-2011","PACDLTI","Leisure and transp. phys. activity index",TRUE,7
"2013-2014","PACDLTI","Leisure and transp. phys. activity index",TRUE,7
"2010-2011","PACDPAI","Physical activity index - (D)",TRUE,7
"2013-2014","PACDPAI","Physical activity index - (D)",TRUE,7
"2010-2011","PACDTLE","Dai. ener. expen. - Tran. and leis. act.",FALSE,0
"2013-2014","PACDTLE","Dai. ener. expen. - Tran. and leis. act.",TRUE,5
"2010-2011","PACFD","Partic. daily phys. act. > 15 min. - (F)",TRUE,6
"2013-2014","PACFD","Partic. daily phys. act. > 15 min. - (F)",TRUE,6
"2010-2011","PACFLEI","Participant - leisure phys. activity-(F)",TRUE,6
"2013-2014","PACFLEI","Participant - leisure phys. activity-(F)",TRUE,6
"2010-2011","PACFLTI","Particip. - Leis. or trans. phys. activ.",TRUE,6
"2013-2014","PACFLTI","Particip. - Leis. or trans. phys. activ.",TRUE,6
"2010-2011","PACG2G","No. of times - ice hockey - (G",TRUE,3
"2013-2014","PACG2G","No. of times - ice hockey - (G",TRUE,3
"2010-2011","PAC_1A","Act./last 3 mo - walking",TRUE,6
"2013-2014","PAC_1A","Act./last 3 mo - walking",TRUE,6
"2010-2011","PAC_1B","Act./last 3 mo - gardening/yard work",TRUE,6
"2013-2014","PAC_1B","Act./last 3 mo - gardening/yard work",TRUE,6
"2010-2011","PAC_1C","Act./last 3 mo - swimming",TRUE,6
"2013-2014","PAC_1C","Act./last 3 mo - swimming",TRUE,6
"2010-2011","PAC_1D","Act./last 3 mo - bicycling",TRUE,6
"2013-2014","PAC_1D","Act./last 3 mo - bicycling",TRUE,6
"2010-2011","PAC_1E","Act./last 3 mo - popular/social dance",TRUE,6
"2013-2014","PAC_1E","Act./last 3 mo - popular/social dance",TRUE,6
"2010-2011","PAC_1F","Act./last 3 mo - home exercises",TRUE,6
"2013-2014","PAC_1F","Act./last 3 mo - home exercises",TRUE,6
"2010-2011","PAC_1G","Act./last 3 mo - ice hockey",TRUE,6
"2013-2014","PAC_1G","Act./last 3 mo - ice hockey",TRUE,6
"2010-2011","PAC_1H","Act./last 3 mo - ice skating",TRUE,6
"2013-2014","PAC_1H","Act./last 3 mo - ice skating",TRUE,6
"2010-2011","PAC_1I","Act./last 3 mo - in-line skating/roll.",TRUE,6
"2013-2014","PAC_1I","Act./last 3 mo - in-line skating/roll.",TRUE,6
"2010-2011","PAC_1J","Act./last 3 mo - jogging or running",TRUE,6
"2013-2014","PAC_1J","Act./last 3 mo - jogging or running",TRUE,6
"2010-2011","PAC_1K","Act./last 3 mo - golfing",TRUE,6
"2013-2014","PAC_1K","Act./last 3 mo - golfing",TRUE,6
"2010-2011","PAC_1L","Act./last 3 mo - exer. class/aerobics",TRUE,6
"2013-2014","PAC_1L","Act./last 3 mo - exer. class/aerobics",TRUE,6
"2010-2011","PAC_1M","Act./last 3 mo - skiing/snowboarding",TRUE,6
"2013-2014","PAC_1M","Act./last 3 mo - skiing/snowboarding",TRUE,6
"2010-2011","PAC_1N","Act./last 3 mo - bowling",TRUE,6
"2013-2014","PAC_1N","Act./last 3 mo - bowling",TRUE,6
"2010-2011","PAC_1O","Act./last 3 mo - baseball or softball",TRUE,6
"2013-2014","PAC_1O","Act./last 3 mo - baseball or softball",TRUE,6
"2010-2011","PAC_1P","Act./last 3 mo - tennis",TRUE,6
"2013-2014","PAC_1P","Act./last 3 mo - tennis",TRUE,6
"2010-2011","PAC_1Q","Act./last 3 mo - weight-training",TRUE,6
"2013-2014","PAC_1Q","Act./last 3 mo - weight-training",TRUE,6
"2010-2011","PAC_1R","Act./last 3 mo - fishing",TRUE,6
"2013-2014","PAC_1R","Act./last 3 mo - fishing",TRUE,6
"2010-2011","PAC_1S","Act./last 3 mo - volleyball",TRUE,6
"2013-2014","PAC_1S","Act./last 3 mo - volleyball",TRUE,6
"2010-2011","PAC_1T","Act./last 3 mo - basketball",TRUE,6
"2013-2014","PAC_1T","Act./last 3 mo - basketball",TRUE,6
"2010-2011","PAC_1U","Act./last 3 mo - Any other",TRUE,6
"2013-2014","PAC_1U","Act./last 3 mo - Any other",TRUE,6
"2010-2011","PAC_1V","Act./last 3 mo -  No physical activity",TRUE,6
"2013-2014","PAC_1V","Act./last 3 mo -  No physical activity",TRUE,6
"2010-2011","PAC_1W","Act./last 3 mo - other (#2)",TRUE,6
"2013-2014","PAC_1W","Act./last 3 mo - other (#2)",TRUE,6
"2010-2011","PAC_1X","Act./last 3 mo - other (#3)",TRUE,6
"2013-2014","PAC_1X","Act./last 3 mo - other (#3)",TRUE,6
"2010-2011","PAC_1Z","Act./last 3 mo - Soccer",TRUE,6
"2013-2014","PAC_1Z","Act./last 3 mo - Soccer",TRUE,6
"2010-2011","PAC_2A","No. of times - walking for exercise",TRUE,4
"2013-2014","PAC_2A","No. of times - walking for exercise",TRUE,4
"2010-2011","PAC_2B","No. of times - gardening/yard work",TRUE,4
"2013-2014","PAC_2B","No. of times - gardening/yard work",TRUE,4
"2010-2011","PAC_2C","No. of times - swimming",TRUE,4
"2013-2014","PAC_2C","No. of times - swimming",TRUE,4
"2010-2011","PAC_2D","No. of times - bicycling",TRUE,4
"2013-2014","PAC_2D","No. of times - bicycling",TRUE,4
"2010-2011","PAC_2E","No. of times - popular/social dance",TRUE,4
"2013-2014","PAC_2E","No. of times - popular/social dance",TRUE,4
"2010-2011","PAC_2F","No. of times - home exercises",TRUE,4
"2013-2014","PAC_2F","No. of times - home exercises",TRUE,4
"2010-2011","PAC_2H","No. of times - ice skating",TRUE,4
"2013-2014","PAC_2H","No. of times - ice skating",TRUE,4
"2010-2011","PAC_2I","No. of times - in-line skating/roller b.",TRUE,4
"2013-2014","PAC_2I","No. of times - in-line skating/roller b.",TRUE,4
"2010-2011","PAC_2J","No. of times - jogging or running",TRUE,4
"2013-2014","PAC_2J","No. of times - jogging or running",TRUE,4
"2010-2011","PAC_2K","No. of times - golfing",TRUE,4
"2013-2014","PAC_2K","No. of times - golfing",TRUE,4
"2010-2011","PAC_2L","No. of times- exercise class/aerobics",TRUE,4
"2013-2014","PAC_2L","No. of times- exercise class/aerobics",TRUE,4
"2010-2011","PAC_2M","No. of times - skiing/snowboarding",TRUE,4
"2013-2014","PAC_2M","No. of times - skiing/snowboarding",TRUE,4
"2010-2011","PAC_2N","No. of times - bowling",TRUE,4
"2013-2014","PAC_2N","No. of times - bowling",TRUE,4
"2010-2011","PAC_2O","No. of times - baseball/softball",TRUE,4
"2013-2014","PAC_2O","No. of times - baseball/softball",TRUE,4
"2010-2011","PAC_2P","No. of times - tennis",TRUE,4
"2013-2014","PAC_2P","No. of times - tennis",TRUE,4
"2010-2011","PAC_2Q","No. of times - weight-training",TRUE,4
"2013-2014","PAC_2Q","No. of times - weight-training",TRUE,4
"2010-2011","PAC_2R","No. of times - fishing",TRUE,4
"2013-2014","PAC_2R","No. of times - fishing",TRUE,4
"2010-2011","PAC_2S","No. of times - volleyball",TRUE,4
"2013-2014","PAC_2S","No. of times - volleyball",TRUE,4
"2010-2011","PAC_2T","No. of times - basketball",TRUE,4
"2013-2014","PAC_2T","No. of times - basketball",TRUE,4
"2010-2011","PAC_2U","No. of times - other activity (#1)",TRUE,4
"2013-2014","PAC_2U","No. of times - other activity (#1)",TRUE,4
"2010-2011","PAC_2W","No. of times - other activity (#2)",TRUE,4
"2013-2014","PAC_2W","No. of times - other activity (#2)",TRUE,4
"2010-2011","PAC_2X","No. of times - other activity (#3)",TRUE,4
"2013-2014","PAC_2X","No. of times - other activity (#3)",TRUE,4
"2010-2011","PAC_2Z","No. of times - soccer",TRUE,4
"2013-2014","PAC_2Z","No. of times - soccer",TRUE,4
"2010-2011","PAC_3A","Time spent - walking for exercise",TRUE,8
"2013-2014","PAC_3A","Time spent - walking for exercise",TRUE,8
"2010-2011","PAC_3B","Time spent - gardening/yard work",TRUE,8
"2013-2014","PAC_3B","Time spent - gardening/yard work",TRUE,8
"2010-2011","PAC_3C","Time spent - swimming",TRUE,8
"2013-2014","PAC_3C","Time spent - swimming",TRUE,8
"2010-2011","PAC_3D","Time spent - bicycling",TRUE,8
"2013-2014","PAC_3D","Time spent - bicycling",TRUE,8
"2010-2011","PAC_3E","Time spent - popular/social dance",TRUE,8
"2013-2014","PAC_3E","Time spent - popular/social dance",TRUE,8
"2010-2011","PAC_3F","Time spent - home exercises",TRUE,8
"2013-2014","PAC_3F","Time spent - home exercises",TRUE,8
"2010-2011","PAC_3G","Time spent - ice hockey",TRUE,8
"2013-2014","PAC_3G","Time spent - ice hockey",TRUE,8
"2010-2011","PAC_3H","Time spent - ice skating",TRUE,8
"2013-2014","PAC_3H","Time spent - ice skating",TRUE,8
"2010-2011","PAC_3I","Time spent - in-line skating/roller b.",TRUE,8
"2013-2014","PAC_3I","Time spent - in-line skating/roller b.",TRUE,8
"2010-2011","PAC_3J","Time spent - jogging or running",TRUE,8
"2013-2014","PAC_3J","Time spent - jogging or running",TRUE,8
"2010-2011","PAC_3K","Time spent - golfing",TRUE,8
"2013-2014","PAC_3K","Time spent - golfing",TRUE,8
"2010-2011","PAC_3L","Time spent - exercise class/aerobics",TRUE,8
"2013-2014","PAC_3L","Time spent - exercise class/aerobics",TRUE,8
"2010-2011","PAC_3M","Time spent - skiing/snowboarding",TRUE,8
"2013-2014","PAC_3M","Time spent - skiing/snowboarding",TRUE,8
"2010-2011","PAC_3N","Time spent - bowling",TRUE,8
"2013-2014","PAC_3N","Time spent - bowling",TRUE,8
"2010-2011","PAC_3O","Time spent - baseball/softball",TRUE,8
"2013-2014","PAC_3O","Time spent - baseball/softball",TRUE,8
"2010-2011","PAC_3P","Time spent - tennis",TRUE,8
"2013-2014","PAC_3P","Time spent - tennis",TRUE,8
"2010-2011","PAC_3Q","Time spent - weight-training",TRUE,8
"2013-2014","PAC_3Q","Time spent - weight-training",TRUE,8
"2010-2011","PAC_3R","Time spent - fishing",TRUE,8
"2013-2014","PAC_3R","Time spent - fishing",TRUE,8
"2010-2011","PAC_3S","Time spent - volleyball",TRUE,8
"2013-2014","PAC_3S","Time spent - volleyball",TRUE,8
"2010-2011","PAC_3T","Time spent - basketball",TRUE,8
"2013-2014","PAC_3T","Time spent - basketball",TRUE,8
"2010-2011","PAC_3U","Time spent - other activity (#1)",TRUE,8
"2013-2014","PAC_3U","Time spent - other activity (#1)",TRUE,8
"2010-2011","PAC_3W","Time spent - other activity (#2)",TRUE,8
"2013-2014","PAC_3W","Time spent - other activity (#2)",TRUE,8
"2010-2011","PAC_3X","Time spent - other activity (#3)",TRUE,8
"2013-2014","PAC_3X","Time spent - other activity (#3)",TRUE,8
"2010-2011","PAC_3Z","Time spent - soccer",TRUE,8
"2013-2014","PAC_3Z","Time spent - soccer",TRUE,8
"2010-2011","PAC_7","Walked to work or school / last 3 mo.",TRUE,7
"2013-2014","PAC_7","Walked to work or school / last 3 mo.",TRUE,7
"2010-2011","PAC_7A","No. of times/3 mo./walking work/school",TRUE,4
"2013-2014","PAC_7A","No. of times/3 mo./walking work/school",TRUE,4
"2010-2011","PAC_7B","Time spent - walking to go work/school",TRUE,8
"2013-2014","PAC_7B","Time spent - walking from work or school",TRUE,8
"2010-2011","PAC_8","Bicycled to work or school / last 3 mo.",TRUE,7
"2013-2014","PAC_8","Bicycled to work or school / last 3 mo.",TRUE,7
"2010-2011","PAC_8A","No. of times/3 mo./bicycl. work/school",TRUE,4
"2013-2014","PAC_8A","No. of times/3 mo./bicycl. work/school",TRUE,4
"2010-2011","PAC_8B","Time spent - bicycl. to go work/school",TRUE,8
"2013-2014","PAC_8B","Time spent - bicycl. to go work/school",TRUE,8
"2010-2011","PAFFACC","Access to phys. act. facilities at work",TRUE,6
"2010-2011","PAF_01","Work at home",TRUE,6
"2010-2011","PAF_02","At work - Pleasant place to walk",TRUE,6
"2010-2011","PAF_03","At work - Access to playing fields",TRUE,6
"2010-2011","PAF_04","At work - Access to a gym",TRUE,6
"2010-2011","PAF_05","At work - Access to fitness classes",TRUE,6
"2010-2011","PAF_06","At work - Organized sport teams",TRUE,6
"2010-2011","PAF_07","At work - Showers / change rooms",TRUE,6
"2010-2011","PAF_08","At work - Prog. to improve health",TRUE,6
"2013-2014","PAPG26G","No PAP - not avail. when req. / wait too",TRUE,6
"2013-2014","PAPG26O","No PAP smear - other - (G)",TRUE,6
"2010-2011","PAP_020","Ever had PAP smear test",TRUE,6
"2013-2014","PAP_020","Ever had PAP smear test",TRUE,6
"2010-2011","PAP_022","Last time had PAP smear test",TRUE,9
"2013-2014","PAP_022","Last time had PAP smear test",TRUE,9
"2010-2011","PAP_26A","No PAP - have not gotten around to it",TRUE,6
"2013-2014","PAP_26A","No PAP - have not gotten around to it",TRUE,6
"2010-2011","PAP_26B","No PAP - resp. didn't think necessary",TRUE,6
"2013-2014","PAP_26B","No PAP - resp. didn't think necessary",TRUE,6
"2010-2011","PAP_26C","No PAP - doctor didn't think necessary",TRUE,6
"2013-2014","PAP_26C","No PAP - doctor didn't think necessary",TRUE,6
"2010-2011","PAP_26D","No PAP - personal/fam. responsibilities",TRUE,6
"2010-2011","PAP_26E","No PAP - not available when required",TRUE,6
"2010-2011","PAP_26F","No PAP - not available in area",TRUE,6
"2010-2011","PAP_26G","No PAP - waiting time too long",TRUE,6
"2010-2011","PAP_26H","No PAP - transportation problems",TRUE,6
"2010-2011","PAP_26I","No PAP - language problem",TRUE,6
"2010-2011","PAP_26J","No PAP - cost",TRUE,6
"2010-2011","PAP_26K","No PAP - did not know where to go",TRUE,6
"2013-2014","PAP_26K","No PAP - did not know where to go",TRUE,6
"2010-2011","PAP_26L","No PAP - fear",TRUE,6
"2013-2014","PAP_26L","No PAP - fear",TRUE,6
"2010-2011","PAP_26M","No PAP - hysterectomy",TRUE,6
"2013-2014","PAP_26M","No PAP - hysterectomy",TRUE,6
"2010-2011","PAP_26N","No PAP - hate/dislike having one done",TRUE,6
"2013-2014","PAP_26N","No PAP - hate/dislike having one done",TRUE,6
"2010-2011","PAP_26O","No PAP - other",TRUE,6
"2010-2011","PAP_26P","No PAP - unable leave house/hlth prob.",TRUE,6
"2010-2011","PAS_11","Rec'd health care services",TRUE,6
"2013-2014","PAS_11","Rec'd health care services",TRUE,6
"2010-2011","PAS_12","Rating of quality of care rec'd",TRUE,8
"2013-2014","PAS_12","Rating of quality of care rec'd",TRUE,8
"2010-2011","PAS_13","Satisfaction with way care provided",TRUE,9
"2013-2014","PAS_13","Satisfaction with way care provided",TRUE,9
"2010-2011","PAS_21A","Rec'd health care services at hospital",TRUE,6
"2013-2014","PAS_21A","Rec'd health care services at hospital",TRUE,6
"2010-2011","PAS_21B","Type of patient - most recent visit",TRUE,7
"2013-2014","PAS_21B","Type of patient - most recent visit",TRUE,7
"2010-2011","PAS_22","Rating quality care rec'd - hospital",TRUE,8
"2013-2014","PAS_22","Rating quality care rec'd - hospital",TRUE,8
"2010-2011","PAS_23","Satisfaction w/way care provided - hosp.",TRUE,9
"2013-2014","PAS_23","Satisfaction w/way care provided - hosp.",TRUE,9
"2010-2011","PAS_31A","Rec'd physician care",TRUE,6
"2013-2014","PAS_31A","Rec'd physician care",TRUE,6
"2010-2011","PAS_31B","Type of physician - most recent care",TRUE,6
"2013-2014","PAS_31B","Type of physician - most recent care",TRUE,6
"2010-2011","PAS_32","Rating of quality of care rec'd - phy.",TRUE,8
"2013-2014","PAS_32","Rating of quality of care rec'd - phy.",TRUE,8
"2010-2011","PAS_33","Satisfaction w/way care provided - phy.",TRUE,9
"2013-2014","PAS_33","Satisfaction w/way care provided - phy.",TRUE,9
"2013-2014","PMKPROXY","Person most knowledgeable",TRUE,6
"2010-2011","PSA_170","Ever had a PSA blood test",TRUE,6
"2013-2014","PSA_170","Ever had a PSA blood test",TRUE,6
"2010-2011","PSA_172","Last time had PSA blood test",TRUE,9
"2013-2014","PSA_172","Last time had PSA blood test",TRUE,9
"2010-2011","PSA_174","Had a digital rectal exam",TRUE,6
"2013-2014","PSA_174","Had a digital rectal exam",TRUE,6
"2010-2011","PSA_175","Last time had digital rectal exam",TRUE,9
"2013-2014","PSA_175","Last time had digital rectal exam",TRUE,9
"2010-2011","PSA_73A","Had PSA test - family history",TRUE,6
"2013-2014","PSA_73A","Had PSA test - family history",TRUE,6
"2010-2011","PSA_73B","Had PSA test - regular check-up",TRUE,6
"2013-2014","PSA_73B","Had PSA test - regular check-up",TRUE,6
"2010-2011","PSA_73C","Had PSA test - age",TRUE,6
"2013-2014","PSA_73C","Had PSA test - age",TRUE,6
"2010-2011","PSA_73D","Had PSA test - follow-up / problem",TRUE,6
"2013-2014","PSA_73D","Had PSA test - follow-up / problem",TRUE,6
"2010-2011","PSA_73E","Had PSA test - follow-up/prostate treat.",TRUE,6
"2013-2014","PSA_73E","Had PSA test - follow-up/prostate treat.",TRUE,6
"2010-2011","PSA_73F","Had PSA test - other",TRUE,6
"2013-2014","PSA_73F","Had PSA test - other",TRUE,6
"2010-2011","PSC_1","Received any community-based care",TRUE,6
"2013-2014","PSC_1","Received any community-based care",TRUE,6
"2010-2011","PSC_2","How rate quality of com.-based received",TRUE,8
"2013-2014","PSC_2","How rate quality of com.-based received",TRUE,8
"2010-2011","PSC_3","Satisf.the way com.-based care provided",TRUE,9
"2013-2014","PSC_3","Satisf.the way com.-based care provided",TRUE,9
"2010-2011","PWBDPWB","Psychological well-being scale - (D)",TRUE,4
"2010-2011","PWB_01","Freq. - felt self-confident",TRUE,9
"2010-2011","PWB_02","Freq. - satisfied w/accomplishments",TRUE,9
"2010-2011","PWB_03","Freq. - took on lots of projects",TRUE,9
"2010-2011","PWB_04","Freq. - felt emotionally balanced",TRUE,9
"2010-2011","PWB_05","Freq. - felt loved and appreciated",TRUE,9
"2010-2011","PWB_06","Freq. - had goals and ambitions",TRUE,9
"2010-2011","PWB_07","Freq. - felt like having fun",TRUE,9
"2010-2011","PWB_08","Freq. - felt useful",TRUE,9
"2010-2011","PWB_09","Freq. - smiled easily",TRUE,9
"2010-2011","PWB_10","Freq. - was true to self",TRUE,9
"2010-2011","PWB_11","Freq. - listening to friends",TRUE,9
"2010-2011","PWB_12","Freq. - curious and interested",TRUE,9
"2010-2011","PWB_13","Freq. - was able to sort things out",TRUE,9
"2010-2011","PWB_14","Freq. - found life exciting",TRUE,9
"2010-2011","PWB_15","Freq. - life well-balanced",TRUE,9
"2010-2011","PWB_16","Freq. - was calm and level-headed",TRUE,9
"2010-2011","PWB_17","Freq. - easily found answers",TRUE,9
"2010-2011","PWB_18","Freq. - got along well with others",TRUE,9
"2010-2011","PWB_19","Freq. - lived at normal pace",TRUE,9
"2010-2011","PWB_20","Freq. - impression of enjoying life",TRUE,9
"2010-2011","PWB_21","Freq. - had good sense of humour",TRUE,9
"2010-2011","PWB_22","Freq. - was at peace with self",TRUE,9
"2010-2011","PWB_23","Freq. - felt healthy/in good shape",TRUE,9
"2010-2011","PWB_24","Freq. - face situations positively",TRUE,9
"2010-2011","PWB_25","Freq. - had good morale",TRUE,9
"2010-2011","RACDIMP","Impact of health problems - (D)",TRUE,7
"2013-2014","RACDIMP","Impact of health problems - (D)",TRUE,7
"2010-2011","RACDPAL","Participation and activity limit. - (D)",TRUE,7
"2013-2014","RACDPAL","Participation and activity limit. - (D)",TRUE,7
"2010-2011","RACG5","Cause of health problem - (G)",TRUE,10
"2013-2014","RACG5","Cause of health problem - (G)",TRUE,10
"2010-2011","RAC_1","Has difficulty with activities",TRUE,7
"2013-2014","RAC_1","Has difficulty with activities",TRUE,7
"2010-2011","RAC_2A","Reduction kind/amount activities - home",TRUE,7
"2013-2014","RAC_2A","Reduction kind/amount activities - home",TRUE,7
"2010-2011","RAC_2B1","Reduction kind/amount activities- school",TRUE,8
"2013-2014","RAC_2B1","Reduction kind/amount activities- school",TRUE,8
"2010-2011","RAC_2B2","Reduction kind/amount act. - at work",TRUE,8
"2013-2014","RAC_2B2","Reduction kind/amount act. - at work",TRUE,8
"2010-2011","RAC_2C","Reduction kind/amount act. - other",TRUE,7
"2013-2014","RAC_2C","Reduction kind/amount act. - other",TRUE,7
"2010-2011","REPG3","Rep. strain - body part affected - (G)",TRUE,13
"2013-2014","REPG3","Rep. strain - body part affected - (G)",TRUE,13
"2010-2011","REP_1A","Repetitive strain injury",TRUE,6
"2013-2014","REP_1A","Repetitive strain injury",TRUE,6
