"cycle","variable_name","variable_label","has_value_labels","n_value_labels"
"2010-2011","REP_2","Limit your normal activities",TRUE,6
"2013-2014","REP_2","Limit your normal activities",TRUE,6
"2010-2011","REP_3A","Rep. strain-activity causing injury",TRUE,6
"2013-2014","REP_3A","Rep. strain-activity causing injury",TRUE,6
"2010-2011","REP_4","Rep. strain - working at a job/business",TRUE,6
"2013-2014","REP_4","Rep. strain - working at a job/business",TRUE,6
"2010-2011","REP_5A","Activity - Walking",TRUE,6
"2013-2014","REP_5A","Activity - Walking",TRUE,6
"2010-2011","REP_5B","Activity - Sports",TRUE,6
"2013-2014","REP_5B","Activity - Sports",TRUE,6
"2010-2011","REP_5C","Activity - Leisure",TRUE,6
"2013-2014","REP_5C","Activity - Leisure",TRUE,6
"2010-2011","REP_5D","Activity - Household chores",TRUE,6
"2013-2014","REP_5D","Activity - Household chores",TRUE,6
"2010-2011","REP_5F","Activity - Computer",TRUE,6
"2013-2014","REP_5F","Activity - Computer",TRUE,6
"2010-2011","REP_5G","Activity  - Driving a motor vehicle",TRUE,6
"2013-2014","REP_5G","Activity  - Driving a motor vehicle",TRUE,6
"2010-2011","REP_5H","Activity - Lifting or carrying",TRUE,6
"2013-2014","REP_5H","Activity - Lifting or carrying",TRUE,6
"2010-2011","REP_5I","Activity - Other",TRUE,6
"2013-2014","REP_5I","Activity - Other",TRUE,6
"2010-2011","SACDTER","No. hrs / wk. (exc. read.) - seden. act.",TRUE,14
"2013-2014","SACDTER","No. hrs / wk. (exc. read.) - seden. act.",TRUE,14
"2010-2011","SACDTOT","Tot. hrs. -seden. activit. - 3 mo - (D)",TRUE,14
"2013-2014","SACDTOT","Tot. hrs. -seden. activit. - 3 mo - (D)",TRUE,14
"2010-2011","SACG1","No. of hrs.-on a computer -past3mo(G)",TRUE,11
"2013-2014","SACG1","No. of hrs.-on a computer -past3mo(G)",TRUE,11
"2010-2011","SACG2","No. of hrs.-play video games -past3mo(G)",TRUE,11
"2013-2014","SACG2","No. of hrs.-play video games -past3mo(G)",TRUE,11
"2010-2011","SACG3","No. of hrs.-watch tv/videos -past3mo(G)",TRUE,13
"2013-2014","SACG3","No. of hrs.-watch tv/videos -past3mo(G)",TRUE,13
"2010-2011","SACG4","No. of hrs.-read -past3mo(G)",TRUE,11
"2013-2014","SACG4","No. of hrs.-read -past3mo(G)",TRUE,11
"2013-2014","SCADQUI","Attempted to stop smoking - (D)",TRUE,8
"2013-2014","SCAG10A","Usefulness of nicotine patch - (G)",TRUE,7
"2013-2014","SCAG12A","Usefulness of medication - (G)",TRUE,7
"2013-2014","SCA_10","Usefulness of nicotine patch",TRUE,6
"2013-2014","SCA_11","Usefulness of nicotine gum/candy",TRUE,8
"2013-2014","SCA_11A","Usefulness of nicotine gum/candy",TRUE,8
"2013-2014","SCA_12","Usefulness of medication such as Zyban",TRUE,6
"2013-2014","SCA_50","Stopped smoking for at least 24 hrs.",TRUE,6
"2013-2014","SCA_60","Tried quit smoking - nicotine patch",TRUE,6
"2013-2014","SCA_61","Tried quit smo. -nicot. gum/candy -12 mo",TRUE,6
"2013-2014","SCA_62","Tried quit smoking - Zyban",TRUE,6
"2010-2011","SCHDSTG","Smoking stage of change - (D)",TRUE,9
"2013-2014","SCHDSTG","Smoking stage of change - (D)",TRUE,9
"2010-2011","SCH_1","Quitting smoking - next 6 mo",TRUE,6
"2013-2014","SCH_1","Quitting smoking - next 6 mo",TRUE,6
"2010-2011","SCH_2","Quitting smoking - next 30 days",TRUE,6
"2013-2014","SCH_2","Quitting smoking - next 30 days",TRUE,6
"2010-2011","SCH_3","Stopped smok. for at least 24 hrs -12 mo",TRUE,6
"2013-2014","SCH_3","Stopped smok. for at least 24 hrs -12 mo",TRUE,6
"2010-2011","SCH_4","No.times stop.for at least 24 hrs -12 mo",TRUE,4
"2013-2014","SCH_4","No.times stop.for at least 24 hrs -12 mo",TRUE,4
"2013-2014","SCPDSTG","Stages of changes - physical activity",TRUE,9
"2013-2014","SCP_01","level of physical activity/ every week",TRUE,8
"2013-2014","SCP_02","increase of physical activity level",TRUE,6
"2013-2014","SCP_03","increase of physical activity level",TRUE,6
"2013-2014","SCP_04","increase of physical activity level",TRUE,6
"2013-2014","SDCDFOLS","First official language spoken - (D)",TRUE,8
"2010-2011","SDCFIMM","Immigrant - (F)",TRUE,6
"2013-2014","SDCFIMM","Immigrant - (F)",TRUE,6
"2013-2014","SDCG9","Full-time student or part-time student",TRUE,6
"2013-2014","SDCGCB13","Country of birth - Canada/other",TRUE,6
"2010-2011","SDCGCBG","Country of birth - Canada/other - (G)",TRUE,6
"2010-2011","SDCGCGT","Cultural or racial origin - (D, G)",TRUE,6
"2013-2014","SDCGCGT","Cultural or racial origin - (D, G)",TRUE,6
"2010-2011","SDCGLHM","Language(s) spoken at home",TRUE,8
"2013-2014","SDCGLHM","Language(s) spoken at home",TRUE,8
"2010-2011","SDCGLNG","Languages - can converse - (D,G)",TRUE,8
"2010-2011","SDCGRES","Length/time in Canada since imm. - (D,G)",TRUE,6
"2013-2014","SDCGRES","Length/time in Canada since imm. - (D,G)",TRUE,6
"2013-2014","SDC_5A_1","Knowledge of official languages",TRUE,8
"2010-2011","SDC_8","Current student",TRUE,6
"2013-2014","SDC_8","Current student",TRUE,6
"2010-2011","SDC_9","Full-time student/part-time student",TRUE,6
"2010-2011","SFEDE1","Self-esteem scale - (D)",TRUE,4
"2010-2011","SFE_501","Self-esteem - has good qualities",TRUE,9
"2010-2011","SFE_502","Self-esteem - is person of worth",TRUE,9
"2010-2011","SFE_503","Self-esteem - is able to do things well",TRUE,9
"2010-2011","SFE_504","Self-esteem - takes positive attitude",TRUE,9
"2010-2011","SFE_505","Self-esteem - satisfied with self",TRUE,9
"2010-2011","SFE_506","Self-esteem - feels is a failure",TRUE,9
"2010-2011","SFRDBPS","Bodily pain scale - (D)",TRUE,4
"2010-2011","SFRDGHP","General health perceptions scale - (D)",TRUE,4
"2010-2011","SFRDGMH","General mental health scale - (D)",TRUE,4
"2010-2011","SFRDMCS","Summary measure of mental health - (D)",TRUE,4
"2010-2011","SFRDMRF","Role functioning (mental) scale - (D)",TRUE,4
"2010-2011","SFRDPCS","Summary measure of physical health - (D)",TRUE,4
"2010-2011","SFRDPFS","Physical functioning scale - (D)",TRUE,4
"2010-2011","SFRDPRF","Role functioning (physical) scale - (D)",TRUE,4
"2010-2011","SFRDSFS","Social functioning scale - (D)",TRUE,4
"2010-2011","SFRDVTS","Vitality scale - (D)",TRUE,4
"2013-2014","SLPG01","Nbr hours sleep per night - (G)",TRUE,15
"2013-2014","SLP_02","Freq. - trouble sleeping",TRUE,9
"2013-2014","SLP_03","Frequency - find sleep refreshing",TRUE,9
"2013-2014","SLP_04","Frequency - difficult to stay awake",TRUE,9
"2010-2011","SMKDSTY","Type of smoker - (D)",TRUE,10
"2013-2014","SMKDSTY","Type of smoker - (D)",TRUE,10
"2010-2011","SMKDYCS","Number of years smoked - (D)",TRUE,4
"2013-2014","SMKDYCS","Number of years smoked - (D)",TRUE,4
"2010-2011","SMKG01C","Age - smoked first whole cigarette - (G)",TRUE,15
"2013-2014","SMKG01C","Age - smoked first whole cigarette - (G)",TRUE,15
"2010-2011","SMKG06C","No. of years since stopped smoking - (G)",TRUE,7
"2013-2014","SMKG06C","No. of years since stopped smoking - (G)",TRUE,7
"2010-2011","SMKG09C","Years since stopped smoking daily - (G)",TRUE,7
"2013-2014","SMKG09C","Years since stopped smoking daily - (G)",TRUE,7
"2010-2011","SMKG10C","No. of years since stopped smoking - (G)",TRUE,7
"2013-2014","SMKG10C","No. of years since stopped smoking - (G)",TRUE,7
"2010-2011","SMKG203","Age start smok daily (daily smoker)-(G)",TRUE,15
"2013-2014","SMKG203","Age start smok daily (daily smoker)-(G)",TRUE,15
"2010-2011","SMKG207","Age - started smoking daily - (G)",TRUE,15
"2013-2014","SMKG207","Age - started smoking daily - (G)",TRUE,15
"2010-2011","SMKGSTP","No. of years stop smoking compl. (D,G)",TRUE,9
"2013-2014","SMKGSTP","No. of years stop smoking compl. (D,G)",TRUE,9
"2010-2011","SMK_01A","Smoked 100 or more cigarettes - life",TRUE,6
"2013-2014","SMK_01A","Smoked 100 or more cigarettes - life",TRUE,6
"2010-2011","SMK_01B","Ever smoked whole cigarette",TRUE,6
"2013-2014","SMK_01B","Ever smoked whole cigarette",TRUE,6
"2010-2011","SMK_05B","No. of cig. per day (occasional smoker)",TRUE,4
"2013-2014","SMK_05B","No. of cig. per day (occasional smoker)",TRUE,4
"2010-2011","SMK_05C","No. of days-1 cig. or more (occ. smoker)",TRUE,4
"2013-2014","SMK_05C","No. of days-1 cig. or more (occ. smoker)",TRUE,4
"2010-2011","SMK_05D","Ever smoked cigarettes daily",TRUE,6
"2013-2014","SMK_05D","Ever smoked cigarettes daily",TRUE,6
"2010-2011","SMK_06A","Stopped smoking-when (never daily smok.)",TRUE,8
"2013-2014","SMK_06A","Stopped smoking-when (never daily smok.)",TRUE,8
"2010-2011","SMK_09A","Stopped smoking daily - when",TRUE,8
"2013-2014","SMK_09A","Stopped smoking daily - when",TRUE,8
"2010-2011","SMK_10","Quit smoking completely",TRUE,6
"2013-2014","SMK_10","Quit smoking completely",TRUE,6
"2010-2011","SMK_10A","Stopped smoking completely - when",TRUE,8
"2013-2014","SMK_10A","Stopped smoking completely - when",TRUE,8
"2010-2011","SMK_202","Type of smoker",TRUE,7
"2013-2014","SMK_202","Type of smoker",TRUE,7
"2010-2011","SMK_204","No. of cig. smoked/day (daily smoker)",TRUE,4
"2013-2014","SMK_204","No. of cig. smoked/day (daily smoker)",TRUE,4
"2010-2011","SMK_208","No. of cig. smoked/day (former daily)",TRUE,4
"2013-2014","SMK_208","No. of cig. smoked/day (former daily)",TRUE,4
"2013-2014","SPCG14G","Type help - other - (G)",TRUE,6
"2010-2011","SPC_10","Visited regular medical doctor",TRUE,6
"2013-2014","SPC_10","Visited regular medical doctor",TRUE,6
"2010-2011","SPC_11","Doctor - knows smokes/smoked",TRUE,6
"2013-2014","SPC_11","Doctor - knows smokes/smoked",TRUE,6
"2010-2011","SPC_12","Doctor - advised to quit",TRUE,6
"2013-2014","SPC_12","Doctor - advised to quit",TRUE,6
"2010-2011","SPC_13","Doctor - gave specific help",TRUE,6
"2013-2014","SPC_13","Doctor - gave specific help",TRUE,6
"2010-2011","SPC_14A","Type help - referral to one-on-one prog.",TRUE,6
"2010-2011","SPC_14B","Type help - referral to group prog.",TRUE,6
"2010-2011","SPC_14C","Type help - recommended nicotine patch",TRUE,6
"2013-2014","SPC_14C","Type help - recommended nicotine patch",TRUE,6
"2010-2011","SPC_14D","Type help - recommended Zyban/other med.",TRUE,6
"2013-2014","SPC_14D","Type help - recommended Zyban/other med.",TRUE,6
"2010-2011","SPC_14E","Type help - provided self-help info.",TRUE,6
"2013-2014","SPC_14E","Type help - provided self-help info.",TRUE,6
"2010-2011","SPC_14F","Type help - doctor offered couns.",TRUE,6
"2010-2011","SPC_14G","Type help - other",TRUE,6
"2010-2011","SPC_20","Visited dentist",TRUE,6
"2013-2014","SPC_20","Visited dentist",TRUE,6
"2010-2011","SPC_21","Dentist/hygienist - knows smokes/smoked",TRUE,6
"2013-2014","SPC_21","Dentist/hygienist - knows smokes/smoked",TRUE,6
"2010-2011","SPC_22","Dentist/hygienist - advised to quit",TRUE,6
"2013-2014","SPC_22","Dentist/hygienist - advised to quit",TRUE,6
"2013-2014","SPSDALL","Soc.Prov.Scale-Reliable alliance",TRUE,4
"2013-2014","SPSDATT","Soc.Prov.Scale-Attachment",TRUE,4
"2013-2014","SPSDCON","Soc.Prov.Scale-",TRUE,4
"2013-2014","SPSDGUI","Soc.Prov.Scale-Guidance",TRUE,4
"2013-2014","SPSDINT","Soc.Prov.Scale-Social integration",TRUE,4
"2013-2014","SPSDWOR","Soc.Prov.Scale-Reassurance of worth",TRUE,4
"2013-2014","SPS_01","Relationships -  people/help",TRUE,8
"2013-2014","SPS_02","Relationships - social activities",TRUE,8
"2013-2014","SPS_03","Relationship-emotional security/wellbein",TRUE,8
"2013-2014","SPS_04","Relationships-important decisions",TRUE,8
"2013-2014","SPS_05","Relationships - Competence and skill",TRUE,8
"2013-2014","SPS_06","Relationships-trustworthy person/advice",TRUE,8
"2013-2014","SPS_07","Relationships-share attitudes/beliefs",TRUE,8
"2013-2014","SPS_08","Relationships - strong emotional bond",TRUE,8
"2013-2014","SPS_09","Relationships-admire talents/abilities",TRUE,8
"2013-2014","SPS_10","Relationships - people/emergency",TRUE,8
"2010-2011","SSADAFF","Affection - MOS subscale - (D)",TRUE,4
"2010-2011","SSADEMO","Emot./info. support - MOS subscale - (D)",TRUE,4
"2010-2011","SSADSOC","Positive social interaction - MOS - (D)",TRUE,4
"2010-2011","SSADTNG","Tangible social support - MOS - (D)",TRUE,4
"2010-2011","SSA_01","No. of close friends and relatives",TRUE,4
"2010-2011","SSA_02","Has someone to give help if confined bed",TRUE,9
"2010-2011","SSA_03","Has someone to listen",TRUE,9
"2010-2011","SSA_04","Has som. to receive advice about crisis",TRUE,9
"2010-2011","SSA_05","Has someone to take to doctor",TRUE,9
"2010-2011","SSA_06","Has someone who shows love and affection",TRUE,9
"2010-2011","SSA_07","Has someone to have a good time with",TRUE,9
"2010-2011","SSA_08","Has some. to receive info/help situation",TRUE,9
"2010-2011","SSA_09","Has someone to confide in",TRUE,9
"2010-2011","SSA_10","Has someone who gives hugs",TRUE,9
"2010-2011","SSA_11","Has someone to get together w/for relax.",TRUE,9
"2010-2011","SSA_12","Has someone to prepare meals",TRUE,9
"2010-2011","SSA_13","Has someone to give advice",TRUE,9
"2010-2011","SSA_14","Has someone to do things to get mind off",TRUE,9
"2010-2011","SSA_15","Has someone to help with daily chores",TRUE,9
"2010-2011","SSA_16","Has someone to share most priv. worries",TRUE,9
"2010-2011","SSA_17","Has someone to turn to for suggestions",TRUE,9
"2010-2011","SSA_18","Has someone to do something enjoyable",TRUE,9
"2010-2011","SSA_19","Has someone who understands problems",TRUE,9
"2010-2011","SSA_20","Has someone who loves/makes feel wanted",TRUE,9
"2010-2011","SSB_01","Been surnburnt - past 12 months",TRUE,6
"2013-2014","SSB_01","Been surnburnt - past 12 months",TRUE,6
"2010-2011","SSB_02","Sunburn involved blistering",TRUE,6
"2013-2014","SSB_02","Sunburn involved blistering",TRUE,6
"2010-2011","SSB_03","Sunburns involved pain - more than 1 day",TRUE,6
"2013-2014","SSB_03","Sunburns involved pain - more than 1 day",TRUE,6
"2010-2011","SSB_06","Amount time in the sun - 11 am to 4 pm",TRUE,12
"2013-2014","SSB_06","Amount time in the sun - 11 am to 4 pm",TRUE,12
"2010-2011","SSB_07","Frequency - seek shade",TRUE,9
"2013-2014","SSB_07","Frequency - seek shade",TRUE,9
"2010-2011","SSB_08","Frequency - wear hat in the sun",TRUE,9
"2013-2014","SSB_08","Frequency - wear hat in the sun",TRUE,9
"2010-2011","SSB_09A","Frequency - wear long pants or skirt",TRUE,9
"2013-2014","SSB_09A","Frequency - wear long pants or skirt",TRUE,9
"2010-2011","SSB_09B","Frequency - use sunscreen on your face",TRUE,9
"2013-2014","SSB_09B","Frequency - use sunscreen on your face",TRUE,9
"2010-2011","SSB_10","SPF use - face",TRUE,7
"2013-2014","SSB_10","SPF use - face",TRUE,7
"2010-2011","SSB_11","Frequency - use sunscreen on your body",TRUE,9
"2013-2014","SSB_11","Frequency - use sunscreen on your body",TRUE,9
"2010-2011","SSB_12","SPF use - body",TRUE,7
"2013-2014","SSB_12","SPF use - body",TRUE,7
"2010-2011","SSU_21A","Received tangible social support",TRUE,6
"2010-2011","SSU_21B","Freq. of tangible social support",TRUE,9
"2010-2011","SSU_22A","Received affective support",TRUE,6
"2010-2011","SSU_22B","Freq. of affective support",TRUE,9
"2010-2011","SSU_23A","Rec'd pos. social interac. supp.",TRUE,6
"2010-2011","SSU_23B","Freq. of pos. social interac. supp.",TRUE,9
"2010-2011","SSU_24A","Received emotional/informational support",TRUE,6
"2010-2011","SSU_24B","Freq. of emotional/info. support",TRUE,9
"2010-2011","SUI_1","Has considered suicide - lifetime",TRUE,6
"2013-2014","SUI_1","Has considered suicide - lifetime",TRUE,6
"2010-2011","SUI_2","Has considered suicide - past 12 mo",TRUE,6
"2013-2014","SUI_2","Has considered suicide - past 12 mo",TRUE,6
"2010-2011","SWL_02","Satisfaction - job",TRUE,9
"2010-2011","SWL_03","Satisfaction - leisure activities",TRUE,9
"2010-2011","SWL_04","Satisfaction - financial situation",TRUE,9
"2010-2011","SWL_05","Satisfaction - with self",TRUE,9
"2010-2011","SWL_06","Satisfaction - way body looks",TRUE,9
"2010-2011","SWL_07","Satisfaction - relationship with family",TRUE,9
"2010-2011","SWL_08","Satisfaction - relationship with friends",TRUE,9
"2010-2011","SWL_09","Satisfaction - housing",TRUE,9
"2010-2011","SWL_10","Satisfaction - neighbourhood",TRUE,9
"2010-2011","SXB_07","Ever diagnosed with STD",TRUE,6
"2013-2014","SXB_07","Ever diagnosed with STD",TRUE,6
"2010-2011","SXB_09","Important to avoid getting pregnant",TRUE,9
"2013-2014","SXB_09","Important to avoid getting pregnant",TRUE,9
"2010-2011","SXB_1","Ever had sexual intercourse",TRUE,6
"2013-2014","SXB_1","Ever had sexual intercourse",TRUE,6
"2010-2011","SXB_10","Important avoid getting partner pregnant",TRUE,11
"2013-2014","SXB_10","Important avoid getting partner pregnant",TRUE,11
"2010-2011","SXB_11","Usually use birth control - past 12 mo",TRUE,6
"2013-2014","SXB_11","Usually use birth control - past 12 mo",TRUE,6
"2010-2011","SXB_12A","Usual birth control method - condom",TRUE,6
"2013-2014","SXB_12A","Usual birth control method - condom",TRUE,6
"2010-2011","SXB_12B","Usual birth control method - the pill",TRUE,6
"2013-2014","SXB_12B","Usual birth control method - the pill",TRUE,6
"2010-2011","SXB_12C","Usual birth control method - diaphragm",TRUE,6
"2013-2014","SXB_12C","Usual birth control method - diaphragm",TRUE,6
"2010-2011","SXB_12D","Usual birth control method - spermicide",TRUE,6
"2013-2014","SXB_12D","Usual birth control method - spermicide",TRUE,6
"2010-2011","SXB_12E","Usual birth control method - other",TRUE,6
"2013-2014","SXB_12E","Usual birth control method - other",TRUE,6
"2010-2011","SXB_12F","Usual birth control method - injection",TRUE,6
"2013-2014","SXB_12F","Usual birth control method - injection",TRUE,6
"2010-2011","SXB_13A","B.c. method used last time - condom",TRUE,6
"2013-2014","SXB_13A","B.c. method used last time - condom",TRUE,6
"2010-2011","SXB_13B","B.c. method used last time - the pill",TRUE,6
"2013-2014","SXB_13B","B.c. method used last time - the pill",TRUE,6
"2010-2011","SXB_13C","B.c. method used last time - diaphragm",TRUE,6
"2013-2014","SXB_13C","B.c. method used last time - diaphragm",TRUE,6
"2010-2011","SXB_13D","B.c. method used last time - spermicide",TRUE,6
"2013-2014","SXB_13D","B.c. method used last time - spermicide",TRUE,6
"2010-2011","SXB_13E","B.c. method used last time - other",TRUE,6
"2013-2014","SXB_13E","B.c. method used last time - other",TRUE,6
"2010-2011","SXB_13F","B.c. method used last time - injection",TRUE,6
"2013-2014","SXB_13F","B.c. method used last time - injection",TRUE,6
"2010-2011","SXB_13G","Method used last time - nothing",TRUE,6
"2013-2014","SXB_13G","Method used last time - nothing",TRUE,6
"2010-2011","SXB_3","Had sexual intercourse - past 12 mo",TRUE,6
"2013-2014","SXB_3","Had sexual intercourse - past 12 mo",TRUE,6
"2010-2011","SXB_7A","Condom use - last time",TRUE,6
"2013-2014","SXB_7A","Condom use - last time",TRUE,6
"2010-2011","TAL_1","Smoked cigars - last month",TRUE,6
"2013-2014","TAL_1","Smoked cigars - last month",TRUE,6
"2010-2011","TAL_2","Smoked a pipe - last month",TRUE,6
"2013-2014","TAL_2","Smoked a pipe - last month",TRUE,6
"2010-2011","TAL_3","Used snuff - last month",TRUE,6
"2013-2014","TAL_3","Used snuff - last month",TRUE,6
"2010-2011","TAL_4","Used chewing tobacco - last month",TRUE,6
"2013-2014","TAL_4","Used chewing tobacco - last month",TRUE,6
"2010-2011","UCN_010","Unmet health care needs - self-perceived",TRUE,6
"2013-2014","UCN_010","Unmet health care needs - self-perceived",TRUE,6
"2010-2011","UCN_020A","Care not rec'd - not avail. in area",TRUE,6
"2013-2014","UCN_020A","Care not rec'd - not avail. in area",TRUE,6
"2010-2011","UCN_020B","Care not rec'd - not avail. time req'd",TRUE,6
"2013-2014","UCN_020B","Care not rec'd - not avail. time req'd",TRUE,6
"2010-2011","UCN_020C","Care not rec'd - wait too long",TRUE,6
"2013-2014","UCN_020C","Care not rec'd - wait too long",TRUE,6
"2010-2011","UCN_020D","Care not rec'd - felt be inadequate",TRUE,6
"2013-2014","UCN_020D","Care not rec'd - felt be inadequate",TRUE,6
"2010-2011","UCN_020E","Care not rec'd - cost",TRUE,6
"2013-2014","UCN_020E","Care not rec'd - cost",TRUE,6
"2010-2011","UCN_020F","Care not rec'd - too busy",TRUE,6
"2013-2014","UCN_020F","Care not rec'd - too busy",TRUE,6
"2010-2011","UCN_020G","Care not rec'd - didn't get around it",TRUE,6
"2013-2014","UCN_020G","Care not rec'd - didn't get around it",TRUE,6
"2010-2011","UCN_020H","Care not rec'd - decided not seek care",TRUE,6
"2013-2014","UCN_020H","Care not rec'd - decided not seek care",TRUE,6
"2010-2011","UCN_020I","Care not rec'd - doctor think not nec.",TRUE,6
"2013-2014","UCN_020I","Care not rec'd - doctor think not nec.",TRUE,6
"2010-2011","UCN_020J","Care not rec'd - other",TRUE,6
"2013-2014","UCN_020J","Care not rec'd - other",TRUE,6
"2010-2011","UCN_030A","Type care not rec'd - physical hlth prob",TRUE,6
"2013-2014","UCN_030A","Type care not rec'd - physical hlth prob",TRUE,6
"2010-2011","UCN_030B","Type care not rec'd - emotional problem",TRUE,6
"2013-2014","UCN_030B","Type care not rec'd - emotional problem",TRUE,6
"2010-2011","UCN_030C","Type care not rec'd - regular check-up",TRUE,6
"2013-2014","UCN_030C","Type care not rec'd - regular check-up",TRUE,6
"2010-2011","UCN_030D","Type care not rec'd - care of injury",TRUE,6
"2013-2014","UCN_030D","Type care not rec'd - care of injury",TRUE,6
"2010-2011","UCN_030E","Type care not rec'd - other",TRUE,6
"2013-2014","UCN_030E","Type care not rec'd - other",TRUE,6
"2010-2011","UCN_040A","Tried get serv. - doctor's office",TRUE,6
"2013-2014","UCN_040A","Tried get serv. - doctor's office",TRUE,6
"2010-2011","UCN_040B","Tried get serv. - comm. hlth centre/CLSC",TRUE,6
"2013-2014","UCN_040B","Tried get serv. - comm. hlth centre/CLSC",TRUE,6
"2010-2011","UCN_040C","Tried get serv. - walk-in clinic",TRUE,6
"2013-2014","UCN_040C","Tried get serv. - walk-in clinic",TRUE,6
"2010-2011","UCN_040D","Tried get serv. - appointment clinic",TRUE,6
"2013-2014","UCN_040D","Tried get serv. - appointment clinic",TRUE,6
"2010-2011","UCN_040E","Tried get serv. - hospital emergency",TRUE,6
"2013-2014","UCN_040E","Tried get serv. - hospital emergency",TRUE,6
"2010-2011","UCN_040F","Tried get serv. - hsp. outpatient clinic",TRUE,6
"2013-2014","UCN_040F","Tried get serv. - hsp. outpatient clinic",TRUE,6
"2010-2011","UCN_040G","Tried get serv. - other",TRUE,6
"2013-2014","UCN_040G","Tried get serv. - other",TRUE,6
"2010-2011","UPEFILS","Wears all prot. equip. - in-line skating",TRUE,6
"2013-2014","UPEFILS","Wears all prot. equip. - in-line skating",TRUE,6
"2010-2011","UPEFSKB","Wears all prot. equip. - skateb. - (F)",TRUE,6
"2013-2014","UPEFSKB","Wears all prot. equip. - skateb. - (F)",TRUE,6
"2010-2011","UPEFSNB","Wears all prot. equip. - snowb.- (F)",TRUE,6
"2013-2014","UPEFSNB","Wears all prot. equip. - snowb.- (F)",TRUE,6
"2010-2011","UPE_01","Freq. - helmet - bicycling",TRUE,8
"2013-2014","UPE_01","Freq. - helmet - bicycling",TRUE,8
"2010-2011","UPE_01A","Done any bicycling in past 12 months",TRUE,6
"2013-2014","UPE_01A","Done any bicycling in past 12 months",TRUE,6
"2010-2011","UPE_02","Done in-line skating in past 12 months",TRUE,6
"2013-2014","UPE_02","Done in-line skating in past 12 months",TRUE,6
"2010-2011","UPE_02A","Freq. - helmet - in-line skating",TRUE,8
"2013-2014","UPE_02A","Freq. - helmet - in-line skating",TRUE,8
"2010-2011","UPE_02B","Freq. - wrist guards - in-line skating",TRUE,8
"2013-2014","UPE_02B","Freq. - wrist guards - in-line skating",TRUE,8
"2010-2011","UPE_02C","Freq. - elbow pads - in-line skating",TRUE,8
"2013-2014","UPE_02C","Freq. - elbow pads - in-line skating",TRUE,8
"2010-2011","UPE_02D","Wear knee pads",TRUE,8
"2013-2014","UPE_02D","Wear knee pads",TRUE,8
"2010-2011","UPE_03A","Downhill skiing/snowboarding - 3 mo",TRUE,8
"2013-2014","UPE_03A","Downhill skiing/snowboarding - 3 mo",TRUE,8
"2010-2011","UPE_03B","Downhill skiing/snowboarding - 12 mo",TRUE,8
"2013-2014","UPE_03B","Downhill skiing/snowboarding - 12 mo",TRUE,8
"2010-2011","UPE_04A","Freq. - helmet - downhill skiing",TRUE,8
"2013-2014","UPE_04A","Freq. - helmet - downhill skiing",TRUE,8
"2010-2011","UPE_05A","Freq. - helmet - snowboarding",TRUE,8
"2013-2014","UPE_05A","Freq. - helmet - snowboarding",TRUE,8
"2010-2011","UPE_05B","Freq. - wrist guards - snowboarding",TRUE,8
"2013-2014","UPE_05B","Freq. - wrist guards - snowboarding",TRUE,8
"2010-2011","UPE_06","Has done skateboarding - past 12 mo",TRUE,6
"2013-2014","UPE_06","Has done skateboarding - past 12 mo",TRUE,6
"2010-2011","UPE_06A","Freq. - helmet - skateboarding",TRUE,8
"2013-2014","UPE_06A","Freq. - helmet - skateboarding",TRUE,8
"2010-2011","UPE_06B","Freq. - wrist guards - skateboarding",TRUE,8
"2013-2014","UPE_06B","Freq. - wrist guards - skateboarding",TRUE,8
"2010-2011","UPE_06C","Freq. - elbow pads - skateboarding",TRUE,8
"2013-2014","UPE_06C","Freq. - elbow pads - skateboarding",TRUE,8
"2010-2011","UPE_07","Played ice hockey past 12 months",TRUE,6
"2013-2014","UPE_07","Played ice hockey past 12 months",TRUE,6
"2010-2011","UPE_07A","Wear a mouth guard",TRUE,8
"2013-2014","UPE_07A","Wear a mouth guard",TRUE,8
"2010-2011","VERDATE","Date of file creation",FALSE,0
"2013-2014","VERDATE","Date of file creation",FALSE,0
"2010-2011","WTMDCA","# days accept. wait -n-emer. surg.- (D)",TRUE,4
"2013-2014","WTMDCA","# days accept. wait -n-emer. surg.- (D)",TRUE,4
"2010-2011","WTMDCN","# days wait - non-urg. surg-not done(D)",TRUE,4
"2013-2014","WTMDCN","# days wait - non-urg. surg-not done(D)",TRUE,4
"2010-2011","WTMDCO","# days wait-non-urg. surg -surg. done(D)",TRUE,4
"2013-2014","WTMDCO","# days wait-non-urg. surg -surg. done(D)",TRUE,4
"2010-2011","WTMDSA","# days accept. wait - med. spec. (D)",TRUE,4
"2013-2014","WTMDSA","# days accept. wait - med. spec. (D)",TRUE,4
"2010-2011","WTMDSN","# days wait/med. spec. - not seen - (D)",TRUE,4
"2013-2014","WTMDSN","# days wait/med. spec. - not seen - (D)",TRUE,4
"2010-2011","WTMDSO","# days wait/med. spec. -seen spec. - (D)",TRUE,4
"2013-2014","WTMDSO","# days wait/med. spec. -seen spec. - (D)",TRUE,4
"2010-2011","WTMDTA","# days accept. wait - diag. test -(D)",TRUE,4
"2013-2014","WTMDTA","# days accept. wait - diag. test -(D)",TRUE,4
"2010-2011","WTMDTN","# days wait - diag. test -not done -(D)",TRUE,4
"2013-2014","WTMDTN","# days wait - diag. test -not done -(D)",TRUE,4
