"cycle","variable_name","value_code","value_label"
"2010-2011","DPS_28",97,"DON'T KNOW"
"2010-2011","DPS_28",98,"REFUSAL"
"2010-2011","DPS_28",99,"NOT STATED"
"2010-2011","DRVFSBU",1,"ALW. FAST.S/BELT"
"2010-2011","DRVFSBU",2,"NOT ALW. FASTEN"
"2010-2011","DRVFSBU",6,"NOT APPLICABLE"
"2010-2011","DRVFSBU",7,"DON'T KNOW"
"2010-2011","DRVFSBU",8,"REFUSAL"
"2010-2011","DRVFSBU",9,"NOT STATED"
"2013-2014","DRVFSBU",1,"ALW. FAST.S/BELT"
"2013-2014","DRVFSBU",2,"NOT ALW. FASTEN"
"2013-2014","DRVFSBU",6,"NOT APPLICABLE"
"2013-2014","DRVFSBU",7,"DON'T KNOW"
"2013-2014","DRVFSBU",8,"REFUSAL"
"2013-2014","DRVFSBU",9,"NOT STATED"
"2010-2011","DRV_01A",1,"YES"
"2010-2011","DRV_01A",2,"NO"
"2010-2011","DRV_01A",6,"NOT APPLICABLE"
"2010-2011","DRV_01A",7,"DON'T KNOW"
"2010-2011","DRV_01A",8,"REFUSAL"
"2010-2011","DRV_01A",9,"NOT STATED"
"2013-2014","DRV_01A",1,"YES"
"2013-2014","DRV_01A",2,"NO"
"2013-2014","DRV_01A",6,"NOT APPLICABLE"
"2013-2014","DRV_01A",7,"DON'T KNOW"
"2013-2014","DRV_01A",8,"REFUSAL"
"2013-2014","DRV_01A",9,"NOT STATED"
"2010-2011","DRV_01B",1,"YES"
"2010-2011","DRV_01B",2,"NO"
"2010-2011","DRV_01B",6,"NOT APPLICABLE"
"2010-2011","DRV_01B",7,"DON'T KNOW"
"2010-2011","DRV_01B",8,"REFUSAL"
"2010-2011","DRV_01B",9,"NOT STATED"
"2013-2014","DRV_01B",1,"YES"
"2013-2014","DRV_01B",2,"NO"
"2013-2014","DRV_01B",6,"NOT APPLICABLE"
"2013-2014","DRV_01B",7,"DON'T KNOW"
"2013-2014","DRV_01B",8,"REFUSAL"
"2013-2014","DRV_01B",9,"NOT STATED"
"2010-2011","DRV_02",1,"ALWAYS"
"2010-2011","DRV_02",2,"MOST OF THE TIME"
"2010-2011","DRV_02",3,"RARELY"
"2010-2011","DRV_02",4,"NEVER"
"2010-2011","DRV_02",6,"NOT APPLICABLE"
"2010-2011","DRV_02",7,"DON'T KNOW"
"2010-2011","DRV_02",8,"REFUSAL"
"2010-2011","DRV_02",9,"NOT STATED"
"2013-2014","DRV_02",1,"ALWAYS"
"2013-2014","DRV_02",2,"MOST OF THE TIME"
"2013-2014","DRV_02",3,"RARELY"
"2013-2014","DRV_02",4,"NEVER"
"2013-2014","DRV_02",6,"NOT APPLICABLE"
"2013-2014","DRV_02",7,"DON'T KNOW"
"2013-2014","DRV_02",8,"REFUSAL"
"2013-2014","DRV_02",9,"NOT STATED"
"2010-2011","DRV_03A",1,"OFTEN"
"2010-2011","DRV_03A",2,"SOMETIMES"
"2010-2011","DRV_03A",3,"RARELY"
"2010-2011","DRV_03A",4,"NEVER"
"2010-2011","DRV_03A",6,"NOT APPLICABLE"
"2010-2011","DRV_03A",7,"DON'T KNOW"
"2010-2011","DRV_03A",8,"REFUSAL"
"2010-2011","DRV_03A",9,"NOT STATED"
"2013-2014","DRV_03A",1,"OFTEN"
"2013-2014","DRV_03A",2,"SOMETIMES"
"2013-2014","DRV_03A",3,"RARELY"
"2013-2014","DRV_03A",4,"NEVER"
"2013-2014","DRV_03A",6,"NOT APPLICABLE"
"2013-2014","DRV_03A",7,"DON'T KNOW"
"2013-2014","DRV_03A",8,"REFUSAL"
"2013-2014","DRV_03A",9,"NOT STATED"
"2010-2011","DRV_03B",1,"OFTEN"
"2010-2011","DRV_03B",2,"SOMETIMES"
"2010-2011","DRV_03B",3,"RARELY"
"2010-2011","DRV_03B",4,"NEVER"
"2010-2011","DRV_03B",6,"NOT APPLICABLE"
"2010-2011","DRV_03B",7,"DON'T KNOW"
"2010-2011","DRV_03B",8,"REFUSAL"
"2010-2011","DRV_03B",9,"NOT STATED"
"2013-2014","DRV_03B",1,"OFTEN"
"2013-2014","DRV_03B",2,"SOMETIMES"
"2013-2014","DRV_03B",3,"RARELY"
"2013-2014","DRV_03B",4,"NEVER"
"2013-2014","DRV_03B",6,"NOT APPLICABLE"
"2013-2014","DRV_03B",7,"DON'T KNOW"
"2013-2014","DRV_03B",8,"REFUSAL"
"2013-2014","DRV_03B",9,"NOT STATED"
"2010-2011","DRV_04",1,"OFTEN"
"2010-2011","DRV_04",2,"SOMETIMES"
"2010-2011","DRV_04",3,"RARELY"
"2010-2011","DRV_04",4,"NEVER"
"2010-2011","DRV_04",6,"NOT APPLICABLE"
"2010-2011","DRV_04",7,"DON'T KNOW"
"2010-2011","DRV_04",8,"REFUSAL"
"2010-2011","DRV_04",9,"NOT STATED"
"2013-2014","DRV_04",1,"OFTEN"
"2013-2014","DRV_04",2,"SOMETIMES"
"2013-2014","DRV_04",3,"RARELY"
"2013-2014","DRV_04",4,"NEVER"
"2013-2014","DRV_04",6,"NOT APPLICABLE"
"2013-2014","DRV_04",7,"DON'T KNOW"
"2013-2014","DRV_04",8,"REFUSAL"
"2013-2014","DRV_04",9,"NOT STATED"
"2010-2011","DRV_05",1,"MUCH FASTER"
"2010-2011","DRV_05",2,"A LITTLE FASTER"
"2010-2011","DRV_05",3,"ABOUT THE SAME"
"2010-2011","DRV_05",4,"A LITTLE SLOWER"
"2010-2011","DRV_05",5,"MUCH SLOWER"
"2010-2011","DRV_05",6,"NOT APPLICABLE"
"2010-2011","DRV_05",7,"DON'T KNOW"
"2010-2011","DRV_05",8,"REFUSAL"
"2010-2011","DRV_05",9,"NOT STATED"
"2013-2014","DRV_05",1,"MUCH FASTER"
"2013-2014","DRV_05",2,"A LITTLE FASTER"
"2013-2014","DRV_05",3,"ABOUT THE SAME"
"2013-2014","DRV_05",4,"A LITTLE SLOWER"
"2013-2014","DRV_05",5,"MUCH SLOWER"
"2013-2014","DRV_05",6,"NOT APPLICABLE"
"2013-2014","DRV_05",7,"DON'T KNOW"
"2013-2014","DRV_05",8,"REFUSAL"
"2013-2014","DRV_05",9,"NOT STATED"
"2010-2011","DRV_06",1,"MUCH MORE"
"2010-2011","DRV_06",2,"A LITTLE MORE"
"2010-2011","DRV_06",3,"ABOUT THE SAME"
"2010-2011","DRV_06",4,"A LITTLE LESS"
"2010-2011","DRV_06",5,"MUCH LESS"
"2010-2011","DRV_06",6,"NOT APPLICABLE"
"2010-2011","DRV_06",7,"DON'T KNOW"
"2010-2011","DRV_06",8,"REFUSAL"
"2010-2011","DRV_06",9,"NOT STATED"
"2013-2014","DRV_06",1,"MUCH MORE"
"2013-2014","DRV_06",2,"A LITTLE MORE"
"2013-2014","DRV_06",3,"ABOUT THE SAME"
"2013-2014","DRV_06",4,"A LITTLE LESS"
"2013-2014","DRV_06",5,"MUCH LESS"
"2013-2014","DRV_06",6,"NOT APPLICABLE"
"2013-2014","DRV_06",7,"DON'T KNOW"
"2013-2014","DRV_06",8,"REFUSAL"
"2013-2014","DRV_06",9,"NOT STATED"
"2010-2011","DRV_07",1,"YES"
"2010-2011","DRV_07",2,"NO"
"2010-2011","DRV_07",6,"NOT APPLICABLE"
"2010-2011","DRV_07",7,"DON'T KNOW"
"2010-2011","DRV_07",8,"REFUSAL"
"2010-2011","DRV_07",9,"NOT STATED"
"2013-2014","DRV_07",1,"YES"
"2013-2014","DRV_07",2,"NO"
"2013-2014","DRV_07",6,"NOT APPLICABLE"
"2013-2014","DRV_07",7,"DON'T KNOW"
"2013-2014","DRV_07",8,"REFUSAL"
"2013-2014","DRV_07",9,"NOT STATED"
"2010-2011","DRV_07A",96,"NOT APPLICABLE"
"2010-2011","DRV_07A",97,"DON'T KNOW"
"2010-2011","DRV_07A",98,"REFUSAL"
"2010-2011","DRV_07A",99,"NOT STATED"
"2013-2014","DRV_07A",96,"NOT APPLICABLE"
"2013-2014","DRV_07A",97,"DON'T KNOW"
"2013-2014","DRV_07A",98,"REFUSAL"
"2013-2014","DRV_07A",99,"NOT STATED"
"2010-2011","DRV_08A",1,"ALWAYS"
"2010-2011","DRV_08A",2,"MOST OF THE TIME"
"2010-2011","DRV_08A",3,"RARELY"
"2010-2011","DRV_08A",4,"NEVER"
"2010-2011","DRV_08A",5,"NOT RIDE/FRONT S"
"2010-2011","DRV_08A",6,"NOT APPLICABLE"
"2010-2011","DRV_08A",7,"DON'T KNOW"
"2010-2011","DRV_08A",8,"REFUSAL"
"2010-2011","DRV_08A",9,"NOT STATED"
"2013-2014","DRV_08A",1,"ALWAYS"
"2013-2014","DRV_08A",2,"MOST OF THE TIME"
"2013-2014","DRV_08A",3,"RARELY"
"2013-2014","DRV_08A",4,"NEVER"
"2013-2014","DRV_08A",5,"NOT RIDE/FRONT S"
"2013-2014","DRV_08A",6,"NOT APPLICABLE"
"2013-2014","DRV_08A",7,"DON'T KNOW"
"2013-2014","DRV_08A",8,"REFUSAL"
"2013-2014","DRV_08A",9,"NOT STATED"
"2010-2011","DRV_08B",1,"ALWAYS"
"2010-2011","DRV_08B",2,"MOST OF THE TIME"
"2010-2011","DRV_08B",3,"RARELY"
"2010-2011","DRV_08B",4,"NEVER"
"2010-2011","DRV_08B",5,"NOT RIDE/BACK S"
"2010-2011","DRV_08B",6,"NOT APPLICABLE"
"2010-2011","DRV_08B",7,"DON'T KNOW"
"2010-2011","DRV_08B",8,"REFUSAL"
"2010-2011","DRV_08B",9,"NOT STATED"
"2013-2014","DRV_08B",1,"ALWAYS"
"2013-2014","DRV_08B",2,"MOST OF THE TIME"
"2013-2014","DRV_08B",3,"RARELY"
"2013-2014","DRV_08B",4,"NEVER"
"2013-2014","DRV_08B",5,"NOT RIDE/BACK S"
"2013-2014","DRV_08B",6,"NOT APPLICABLE"
"2013-2014","DRV_08B",7,"DON'T KNOW"
"2013-2014","DRV_08B",8,"REFUSAL"
"2013-2014","DRV_08B",9,"NOT STATED"
"2010-2011","DRV_09",1,"ALWAYS"
"2010-2011","DRV_09",2,"MOST OF THE TIME"
"2010-2011","DRV_09",3,"RARELY"
"2010-2011","DRV_09",4,"NEVER"
"2010-2011","DRV_09",5,"NOT TAKE TAXIS"
"2010-2011","DRV_09",6,"NOT APPLICABLE"
"2010-2011","DRV_09",7,"DON'T KNOW"
"2010-2011","DRV_09",8,"REFUSAL"
"2010-2011","DRV_09",9,"NOT STATED"
"2013-2014","DRV_09",1,"ALWAYS"
"2013-2014","DRV_09",2,"MOST OF THE TIME"
"2013-2014","DRV_09",3,"RARELY"
"2013-2014","DRV_09",4,"NEVER"
"2013-2014","DRV_09",5,"NOT TAKE TAXIS"
"2013-2014","DRV_09",6,"NOT APPLICABLE"
"2013-2014","DRV_09",7,"DON'T KNOW"
"2013-2014","DRV_09",8,"REFUSAL"
"2013-2014","DRV_09",9,"NOT STATED"
"2010-2011","DRV_10",1,"YES"
"2010-2011","DRV_10",2,"NO"
"2010-2011","DRV_10",6,"NOT APPLICABLE"
"2010-2011","DRV_10",7,"DON'T KNOW"
"2010-2011","DRV_10",8,"REFUSAL"
"2010-2011","DRV_10",9,"NOT STATED"
"2013-2014","DRV_10",1,"YES"
"2013-2014","DRV_10",2,"NO"
"2013-2014","DRV_10",6,"NOT APPLICABLE"
"2013-2014","DRV_10",7,"DON'T KNOW"
"2013-2014","DRV_10",8,"REFUSAL"
"2013-2014","DRV_10",9,"NOT STATED"
"2010-2011","DRV_10A",96,"NOT APPLICABLE"
"2010-2011","DRV_10A",97,"DON'T KNOW"
"2010-2011","DRV_10A",98,"REFUSAL"
"2010-2011","DRV_10A",99,"NOT STATED"
"2013-2014","DRV_10A",96,"NOT APPLICABLE"
"2013-2014","DRV_10A",97,"DON'T KNOW"
"2013-2014","DRV_10A",98,"REFUSAL"
"2013-2014","DRV_10A",99,"NOT STATED"
"2010-2011","DRV_11A",1,"YES"
"2010-2011","DRV_11A",2,"NO"
"2010-2011","DRV_11A",6,"NOT APPLICABLE"
"2010-2011","DRV_11A",7,"DON'T KNOW"
"2010-2011","DRV_11A",8,"REFUSAL"
"2010-2011","DRV_11A",9,"NOT STATED"
"2013-2014","DRV_11A",1,"YES"
"2013-2014","DRV_11A",2,"NO"
"2013-2014","DRV_11A",6,"NOT APPLICABLE"
"2013-2014","DRV_11A",7,"DON'T KNOW"
"2013-2014","DRV_11A",8,"REFUSAL"
"2013-2014","DRV_11A",9,"NOT STATED"
"2010-2011","DRV_11B",1,"YES"
"2010-2011","DRV_11B",2,"NO"
"2010-2011","DRV_11B",6,"NOT APPLICABLE"
"2010-2011","DRV_11B",7,"DON'T KNOW"
"2010-2011","DRV_11B",8,"REFUSAL"
"2010-2011","DRV_11B",9,"NOT STATED"
"2013-2014","DRV_11B",1,"YES"
"2013-2014","DRV_11B",2,"NO"
"2013-2014","DRV_11B",6,"NOT APPLICABLE"
"2013-2014","DRV_11B",7,"DON'T KNOW"
"2013-2014","DRV_11B",8,"REFUSAL"
"2013-2014","DRV_11B",9,"NOT STATED"
"2010-2011","DRV_12",1,"ALWAYS"
"2010-2011","DRV_12",2,"MOST OF THE TIME"
"2010-2011","DRV_12",3,"RARELY"
"2010-2011","DRV_12",4,"NEVER"
"2010-2011","DRV_12",6,"NOT APPLICABLE"
"2010-2011","DRV_12",7,"DON'T KNOW"
"2010-2011","DRV_12",8,"REFUSAL"
"2010-2011","DRV_12",9,"NOT STATED"
"2013-2014","DRV_12",1,"ALWAYS"
"2013-2014","DRV_12",2,"MOST OF THE TIME"
"2013-2014","DRV_12",3,"RARELY"
"2013-2014","DRV_12",4,"NEVER"
"2013-2014","DRV_12",6,"NOT APPLICABLE"
"2013-2014","DRV_12",7,"DON'T KNOW"
"2013-2014","DRV_12",8,"REFUSAL"
"2013-2014","DRV_12",9,"NOT STATED"
"2010-2011","DRV_13",1,"YES"
"2010-2011","DRV_13",2,"NO"
"2010-2011","DRV_13",6,"NOT APPLICABLE"
"2010-2011","DRV_13",7,"DON'T KNOW"
"2010-2011","DRV_13",8,"REFUSAL"
"2010-2011","DRV_13",9,"NOT STATED"
"2013-2014","DRV_13",1,"YES"
"2013-2014","DRV_13",2,"NO"
"2013-2014","DRV_13",6,"NOT APPLICABLE"
"2013-2014","DRV_13",7,"DON'T KNOW"
"2013-2014","DRV_13",8,"REFUSAL"
"2013-2014","DRV_13",9,"NOT STATED"
"2010-2011","DRV_13A",96,"NOT APPLICABLE"
"2010-2011","DRV_13A",97,"DON'T KNOW"
"2010-2011","DRV_13A",98,"REFUSAL"
"2010-2011","DRV_13A",99,"NOT STATED"
"2013-2014","DRV_13A",96,"NOT APPLICABLE"
"2013-2014","DRV_13A",97,"DON'T KNOW"
"2013-2014","DRV_13A",98,"REFUSAL"
"2013-2014","DRV_13A",99,"NOT STATED"
"2010-2011","DRV_14",1,"YES"
"2010-2011","DRV_14",2,"NO"
"2010-2011","DRV_14",6,"NOT APPLICABLE"
"2010-2011","DRV_14",7,"DON'T KNOW"
"2010-2011","DRV_14",8,"REFUSAL"
"2010-2011","DRV_14",9,"NOT STATED"
"2013-2014","DRV_14",1,"YES"
"2013-2014","DRV_14",2,"NO"
"2013-2014","DRV_14",6,"NOT APPLICABLE"
"2013-2014","DRV_14",7,"DON'T KNOW"
"2013-2014","DRV_14",8,"REFUSAL"
"2013-2014","DRV_14",9,"NOT STATED"
"2010-2011","DRV_14A",96,"NOT APPLICABLE"
"2010-2011","DRV_14A",97,"DON'T KNOW"
"2010-2011","DRV_14A",98,"REFUSAL"
"2010-2011","DRV_14A",99,"NOT STATED"
"2013-2014","DRV_14A",96,"NOT APPLICABLE"
"2013-2014","DRV_14A",97,"DON'T KNOW"
"2013-2014","DRV_14A",98,"REFUSAL"
"2013-2014","DRV_14A",99,"NOT STATED"
"2010-2011","EDUDH04",1,"< THAN SECONDARY"
"2010-2011","EDUDH04",2,"SECONDARY GRAD."
"2010-2011","EDUDH04",3,"OTHER POST-SEC."
"2010-2011","EDUDH04",4,"POST-SEC. GRAD."
"2010-2011","EDUDH04",6,"NOT APPLICABLE"
"2010-2011","EDUDH04",7,"DON'T KNOW"
"2010-2011","EDUDH04",8,"REFUSAL"
"2010-2011","EDUDH04",9,"NOT STATED"
"2013-2014","EDUDH04",1,"< THAN SECONDARY"
"2013-2014","EDUDH04",2,"SECONDARY GRAD."
"2013-2014","EDUDH04",3,"SOME POST-SEC."
"2013-2014","EDUDH04",4,"POST-SEC. GRAD."
"2013-2014","EDUDH04",6,"NOT APPLICABLE"
"2013-2014","EDUDH04",7,"DON'T KNOW"
"2013-2014","EDUDH04",8,"REFUSAL"
"2013-2014","EDUDH04",9,"NOT STATED"
"2010-2011","EDUDR04",1,"< THAN SECONDARY"
"2010-2011","EDUDR04",2,"SECONDARY GRAD."
"2010-2011","EDUDR04",3,"OTHER POST-SEC."
"2010-2011","EDUDR04",4,"POST-SEC. GRAD."
"2010-2011","EDUDR04",6,"NOT APPLICABLE"
"2010-2011","EDUDR04",7,"DON'T KNOW"
"2010-2011","EDUDR04",8,"REFUSAL"
"2010-2011","EDUDR04",9,"NOT STATED"
"2013-2014","EDUDR04",1,"< SEC. SCHOOL GR"
"2013-2014","EDUDR04",2,"SEC. SCHOOL. GR."
"2013-2014","EDUDR04",3,"SOME POST-SEC ED"
"2013-2014","EDUDR04",4,"POST-SEC CERT"
"2013-2014","EDUDR04",6,"NOT APPLICABLE"
"2013-2014","EDUDR04",7,"DON'T KNOW"
"2013-2014","EDUDR04",8,"REFUSAL"
"2013-2014","EDUDR04",9,"NOT STATED"
"2010-2011","ETSG11",1,"1 PERSON"
"2010-2011","ETSG11",2,"2 PERSONS"
"2010-2011","ETSG11",3,"3 PERSONS"
"2010-2011","ETSG11",4,"4 OR + PERSONS"
"2010-2011","ETSG11",6,"NOT APPLICABLE"
"2010-2011","ETSG11",7,"DON'T KNOW"
"2010-2011","ETSG11",8,"REFUSAL"
"2010-2011","ETSG11",9,"NOT STATED"
"2013-2014","ETSG11",1,"1 PERSON"
"2013-2014","ETSG11",2,"2 PERSONS"
"2013-2014","ETSG11",3,"3 PERSONS"
"2013-2014","ETSG11",4,"4 OR + PERSONS"
"2013-2014","ETSG11",6,"NOT APPLICABLE"
"2013-2014","ETSG11",7,"DON'T KNOW"
"2013-2014","ETSG11",8,"REFUSAL"
"2013-2014","ETSG11",9,"NOT STATED"
"2010-2011","ETS_10",1,"YES"
"2010-2011","ETS_10",2,"NO"
"2010-2011","ETS_10",6,"NOT APPLICABLE"
"2010-2011","ETS_10",7,"DON'T KNOW"
"2010-2011","ETS_10",8,"REFUSAL"
"2010-2011","ETS_10",9,"NOT STATED"
"2013-2014","ETS_10",1,"YES"
"2013-2014","ETS_10",2,"NO"
"2013-2014","ETS_10",6,"NOT APPLICABLE"
"2013-2014","ETS_10",7,"DON'T KNOW"
"2013-2014","ETS_10",8,"REFUSAL"
"2013-2014","ETS_10",9,"NOT STATED"
"2010-2011","ETS_20",1,"YES"
"2010-2011","ETS_20",2,"NO"
"2010-2011","ETS_20",6,"NOT APPLICABLE"
"2010-2011","ETS_20",7,"DON'T KNOW"
"2010-2011","ETS_20",8,"REFUSAL"
"2010-2011","ETS_20",9,"NOT STATED"
"2013-2014","ETS_20",1,"YES"
"2013-2014","ETS_20",2,"NO"
"2013-2014","ETS_20",6,"NOT APPLICABLE"
"2013-2014","ETS_20",7,"DON'T KNOW"
"2013-2014","ETS_20",8,"REFUSAL"
"2013-2014","ETS_20",9,"NOT STATED"
"2010-2011","ETS_20B",1,"YES"
"2010-2011","ETS_20B",2,"NO"
"2010-2011","ETS_20B",6,"NOT APPLICABLE"
"2010-2011","ETS_20B",7,"DON'T KNOW"
"2010-2011","ETS_20B",8,"REFUSAL"
"2010-2011","ETS_20B",9,"NOT STATED"
"2013-2014","ETS_20B",1,"YES"
"2013-2014","ETS_20B",2,"NO"
"2013-2014","ETS_20B",6,"NOT APPLICABLE"
"2013-2014","ETS_20B",7,"DON'T KNOW"
"2013-2014","ETS_20B",8,"REFUSAL"
"2013-2014","ETS_20B",9,"NOT STATED"
"2010-2011","ETS_35",1,"YES"
"2010-2011","ETS_35",2,"NO"
"2010-2011","ETS_35",6,"NOT APPLICABLE"
"2010-2011","ETS_35",7,"DON'T KNOW"
"2010-2011","ETS_35",8,"REFUSAL"
"2010-2011","ETS_35",9,"NOT STATED"
"2013-2014","ETS_35",1,"YES"
"2013-2014","ETS_35",2,"NO"
"2013-2014","ETS_35",6,"NOT APPLICABLE"
"2013-2014","ETS_35",7,"DON'T KNOW"
"2013-2014","ETS_35",8,"REFUSAL"
"2013-2014","ETS_35",9,"NOT STATED"
"2010-2011","ETS_36",1,"YES"
"2010-2011","ETS_36",2,"NO"
"2010-2011","ETS_36",6,"NOT APPLICABLE"
"2010-2011","ETS_36",7,"DON'T KNOW"
"2010-2011","ETS_36",8,"REFUSAL"
"2010-2011","ETS_36",9,"NOT STATED"
"2013-2014","ETS_36",1,"YES"
"2013-2014","ETS_36",2,"NO"
"2013-2014","ETS_36",6,"NOT APPLICABLE"
"2013-2014","ETS_36",7,"DON'T KNOW"
"2013-2014","ETS_36",8,"REFUSAL"
"2013-2014","ETS_36",9,"NOT STATED"
"2010-2011","ETS_37A",1,"YES"
"2010-2011","ETS_37A",2,"NO"
"2010-2011","ETS_37A",6,"NOT APPLICABLE"
"2010-2011","ETS_37A",7,"DON'T KNOW"
"2010-2011","ETS_37A",8,"REFUSAL"
"2010-2011","ETS_37A",9,"NOT STATED"
"2013-2014","ETS_37A",1,"YES"
"2013-2014","ETS_37A",2,"NO"
"2013-2014","ETS_37A",6,"NOT APPLICABLE"
"2013-2014","ETS_37A",7,"DON'T KNOW"
"2013-2014","ETS_37A",8,"REFUSAL"
"2013-2014","ETS_37A",9,"NOT STATED"
"2010-2011","ETS_37B",1,"YES"
"2010-2011","ETS_37B",2,"NO"
"2010-2011","ETS_37B",6,"NOT APPLICABLE"
"2010-2011","ETS_37B",7,"DON'T KNOW"
"2010-2011","ETS_37B",8,"REFUSAL"
"2010-2011","ETS_37B",9,"NOT STATED"
"2013-2014","ETS_37B",1,"YES"
"2013-2014","ETS_37B",2,"NO"
"2013-2014","ETS_37B",6,"NOT APPLICABLE"
"2013-2014","ETS_37B",7,"DON'T KNOW"
"2013-2014","ETS_37B",8,"REFUSAL"
"2013-2014","ETS_37B",9,"NOT STATED"
"2010-2011","ETS_37C",1,"YES"
"2010-2011","ETS_37C",2,"NO"
"2010-2011","ETS_37C",6,"NOT APPLICABLE"
"2010-2011","ETS_37C",7,"DON'T KNOW"
"2010-2011","ETS_37C",8,"REFUSAL"
"2010-2011","ETS_37C",9,"NOT STATED"
"2013-2014","ETS_37C",1,"YES"
"2013-2014","ETS_37C",2,"NO"
"2013-2014","ETS_37C",6,"NOT APPLICABLE"
"2013-2014","ETS_37C",7,"DON'T KNOW"
"2013-2014","ETS_37C",8,"REFUSAL"
"2013-2014","ETS_37C",9,"NOT STATED"
"2010-2011","ETS_37D",1,"YES"
"2010-2011","ETS_37D",2,"NO"
"2010-2011","ETS_37D",6,"NOT APPLICABLE"
"2010-2011","ETS_37D",7,"DON'T KNOW"
"2010-2011","ETS_37D",8,"REFUSAL"
"2010-2011","ETS_37D",9,"NOT STATED"
"2013-2014","ETS_37D",1,"YES"
"2013-2014","ETS_37D",2,"NO"
"2013-2014","ETS_37D",6,"NOT APPLICABLE"
"2013-2014","ETS_37D",7,"DON'T KNOW"
"2013-2014","ETS_37D",8,"REFUSAL"
"2013-2014","ETS_37D",9,"NOT STATED"
"2013-2014","EYXG46M",1,"YES"
"2013-2014","EYXG46M",2,"NO"
"2013-2014","EYXG46M",6,"NOT APPLICABLE"
"2013-2014","EYXG46M",7,"DON'T KNOW"
"2013-2014","EYXG46M",8,"REFUSAL"
"2013-2014","EYXG46M",9,"NOT STATED"
"2010-2011","EYX_140",1,"YES"
"2010-2011","EYX_140",2,"NO"
"2010-2011","EYX_140",6,"NOT APPLICABLE"
"2010-2011","EYX_140",7,"DON'T KNOW"
"2010-2011","EYX_140",8,"REFUSAL"
"2010-2011","EYX_140",9,"NOT STATED"
"2013-2014","EYX_140",1,"YES"
"2013-2014","EYX_140",2,"NO"
"2013-2014","EYX_140",6,"NOT APPLICABLE"
"2013-2014","EYX_140",7,"DON'T KNOW"
"2013-2014","EYX_140",8,"REFUSAL"
"2013-2014","EYX_140",9,"NOT STATED"
"2010-2011","EYX_142",1,"LESS THAN 1 YEAR"
"2010-2011","EYX_142",2,"1 TO < 2YEARS"
"2010-2011","EYX_142",3,"2 TO < 3 YEARS"
"2010-2011","EYX_142",4,"3 OR MORE YEARS"
"2010-2011","EYX_142",5,"NEVER"
"2010-2011","EYX_142",6,"NOT APPLICABLE"
"2010-2011","EYX_142",7,"DON'T KNOW"
"2010-2011","EYX_142",8,"REFUSAL"
"2010-2011","EYX_142",9,"NOT STATED"
"2013-2014","EYX_142",1,"LESS THAN 1 YEAR"
"2013-2014","EYX_142",2,"1 TO < 2YEARS"
"2013-2014","EYX_142",3,"2 TO < 3 YEARS"
"2013-2014","EYX_142",4,"3 OR MORE YEARS"
"2013-2014","EYX_142",5,"NEVER"
"2013-2014","EYX_142",6,"NOT APPLICABLE"
"2013-2014","EYX_142",7,"DON'T KNOW"
"2013-2014","EYX_142",8,"REFUSAL"
"2013-2014","EYX_142",9,"NOT STATED"
"2010-2011","EYX_46A",1,"YES"
"2010-2011","EYX_46A",2,"NO"
"2010-2011","EYX_46A",6,"NOT APPLICABLE"
"2010-2011","EYX_46A",7,"DON'T KNOW"
"2010-2011","EYX_46A",8,"REFUSAL"
"2010-2011","EYX_46A",9,"NOT STATED"
"2013-2014","EYX_46A",1,"YES"
"2013-2014","EYX_46A",2,"NO"
"2013-2014","EYX_46A",6,"NOT APPLICABLE"
"2013-2014","EYX_46A",7,"DON'T KNOW"
"2013-2014","EYX_46A",8,"REFUSAL"
"2013-2014","EYX_46A",9,"NOT STATED"
"2010-2011","EYX_46B",1,"YES"
"2010-2011","EYX_46B",2,"NO"
"2010-2011","EYX_46B",6,"NOT APPLICABLE"
"2010-2011","EYX_46B",7,"DON'T KNOW"
"2010-2011","EYX_46B",8,"REFUSAL"
"2010-2011","EYX_46B",9,"NOT STATED"
"2013-2014","EYX_46B",1,"YES"
"2013-2014","EYX_46B",2,"NO"
"2013-2014","EYX_46B",6,"NOT APPLICABLE"
"2013-2014","EYX_46B",7,"DON'T KNOW"
"2013-2014","EYX_46B",8,"REFUSAL"
"2013-2014","EYX_46B",9,"NOT STATED"
"2010-2011","EYX_46C",1,"YES"
"2010-2011","EYX_46C",2,"NO"
"2010-2011","EYX_46C",6,"NOT APPLICABLE"
"2010-2011","EYX_46C",7,"DON'T KNOW"
"2010-2011","EYX_46C",8,"REFUSAL"
"2010-2011","EYX_46C",9,"NOT STATED"
"2013-2014","EYX_46C",1,"YES"
"2013-2014","EYX_46C",2,"NO"
"2013-2014","EYX_46C",6,"NOT APPLICABLE"
"2013-2014","EYX_46C",7,"DON'T KNOW"
"2013-2014","EYX_46C",8,"REFUSAL"
"2013-2014","EYX_46C",9,"NOT STATED"
"2010-2011","EYX_46D",1,"YES"
"2010-2011","EYX_46D",2,"NO"
"2010-2011","EYX_46D",6,"NOT APPLICABLE"
"2010-2011","EYX_46D",7,"DON'T KNOW"
"2010-2011","EYX_46D",8,"REFUSAL"
"2010-2011","EYX_46D",9,"NOT STATED"
"2013-2014","EYX_46D",1,"YES"
"2013-2014","EYX_46D",2,"NO"
"2013-2014","EYX_46D",6,"NOT APPLICABLE"
"2013-2014","EYX_46D",7,"DON'T KNOW"
"2013-2014","EYX_46D",8,"REFUSAL"
"2013-2014","EYX_46D",9,"NOT STATED"
"2010-2011","EYX_46E",1,"YES"
